"SampleID","Individual_ID","UniProt","GeneID","Assay","NPX","Panel","Index"
"CV39_8","CV39","P55058","PLTP","PLTP",1.90215,"CM",8
"CV6_9","CV6","P55058","PLTP","PLTP",1.98562,"CM",9
"CV38_10","CV38","P55058","PLTP","PLTP",1.61488,"CM",10
"CV4_11","CV4","P55058","PLTP","PLTP",1.63052,"CM",11
"C195_12","C195","P55058","PLTP","PLTP",2.43018,"CM",12
"CV1_13","CV1","P55058","PLTP","PLTP",1.66018,"CM",13
"C237_14","C237","P55058","PLTP","PLTP",1.56402,"CM",14
"CV2_15","CV2","P55058","PLTP","PLTP",0.91966,"CM",15
"C189_16","C189","P55058","PLTP","PLTP",1.84861,"CM",16
"CV42_17","CV42","P55058","PLTP","PLTP",1.72289,"CM",17
"CV79_18","CV79","P55058","PLTP","PLTP",1.69584,"CM",18
"CV3_19","CV3","P55058","PLTP","PLTP",1.7983,"CM",19
"CV36_20","CV36","P55058","PLTP","PLTP",1.52566,"CM",20
"CV55_21","CV55","P55058","PLTP","PLTP",1.40416,"CM",21
"C246_22","C246","P55058","PLTP","PLTP",1.75899,"CM",22
"CV30_23","CV30","P55058","PLTP","PLTP",1.28545,"CM",23
"CV19_24","CV19","P55058","PLTP","PLTP",1.15197,"CM",24
"CV13_25","CV13","P55058","PLTP","PLTP",2.17132,"CM",25
"C137_26","C137","P55058","PLTP","PLTP",1.90648,"CM",26
"CV47_27","CV47","P55058","PLTP","PLTP",1.58111,"CM",27
"CV29_28","CV29","P55058","PLTP","PLTP",2.73464,"CM",28
"CV14_29","CV14","P55058","PLTP","PLTP",2.05874,"CM",29
"CV56_30","CV56","P55058","PLTP","PLTP",2.1092,"CM",30
"CV82_31","CV82","P55058","PLTP","PLTP",1.66581,"CM",31
"CV23_32","CV23","P55058","PLTP","PLTP",1.84161,"CM",32
"CV37_33","CV37","P55058","PLTP","PLTP",2.49782,"CM",33
"CV34_34","CV34","P55058","PLTP","PLTP",1.68106,"CM",34
"CV58_35","CV58","P55058","PLTP","PLTP",2.42857,"CM",35
"CV22_36","CV22","P55058","PLTP","PLTP",2.08174,"CM",36
"CV65_37","CV65","P55058","PLTP","PLTP",2.93803,"CM",37
"CV79_38","CV79","P55058","PLTP","PLTP",1.5813,"CM",38
"CV1_39","CV1","P55058","PLTP","PLTP",1.40796,"CM",39
"CV51_40","CV51","P55058","PLTP","PLTP",1.33756,"CM",40
"CV42_41","CV42","P55058","PLTP","PLTP",1.88582,"CM",41
"CV19_42","CV19","P55058","PLTP","PLTP",2.09284,"CM",42
"CV70_43","CV70","P55058","PLTP","PLTP",1.54703,"CM",43
"C78_44","C78","P55058","PLTP","PLTP",2.45276,"CM",44
"CV10_45","CV10","P55058","PLTP","PLTP",1.84905,"CM",45
"CV8_46","CV8","P55058","PLTP","PLTP",1.85378,"CM",46
"CV60_47","CV60","P55058","PLTP","PLTP",1.45359,"CM",47
"CV35_48","CV35","P55058","PLTP","PLTP",1.60408,"CM",48
"CV48_49","CV48","P55058","PLTP","PLTP",1.30119,"CM",49
"CV76_50","CV76","P55058","PLTP","PLTP",2.81178,"CM",50
"CV12_51","CV12","P55058","PLTP","PLTP",1.64598,"CM",51
"C58_52","C58","P55058","PLTP","PLTP",1.93832,"CM",52
"CV53_53","CV53","P55058","PLTP","PLTP",1.98567,"CM",53
"CV50_54","CV50","P55058","PLTP","PLTP",2.30608,"CM",54
"CV32_56","CV32","P55058","PLTP","PLTP",1.83593,"CM",56
"C197_57","C197","P55058","PLTP","PLTP",2.40147,"CM",57
"CV18_58","CV18","P55058","PLTP","PLTP",2.08484,"CM",58
"CV29_59","CV29","P55058","PLTP","PLTP",2.03316,"CM",59
"CV34_60","CV34","P55058","PLTP","PLTP",2.01557,"CM",60
"CV41_61","CV41","P55058","PLTP","PLTP",1.77713,"CM",61
"CV9_62","CV9","P55058","PLTP","PLTP",1.87956,"CM",62
"CV74_63","CV74","P55058","PLTP","PLTP",1.85835,"CM",63
"CV16_64","CV16","P55058","PLTP","PLTP",2.21235,"CM",64
"CV21_1","CV21","P05543","SERPINA7","SERPINA7",4.75153,"CM",1
"C161_2","C161","P05543","SERPINA7","SERPINA7",5.46551,"CM",2
"C173_3","C173","P05543","SERPINA7","SERPINA7",4.5216,"CM",3
"CV11_4","CV11","P05543","SERPINA7","SERPINA7",4.2208,"CM",4
"CV59_5","CV59","P05543","SERPINA7","SERPINA7",4.27488,"CM",5
"C193_6","C193","P05543","SERPINA7","SERPINA7",4.48272,"CM",6
"C33_7","C33","P05543","SERPINA7","SERPINA7",4.21356,"CM",7
"CV39_8","CV39","P05543","SERPINA7","SERPINA7",5.2428,"CM",8
"CV6_9","CV6","P05543","SERPINA7","SERPINA7",4.20257,"CM",9
"CV38_10","CV38","P05543","SERPINA7","SERPINA7",5.37251,"CM",10
"CV4_11","CV4","P05543","SERPINA7","SERPINA7",4.3557,"CM",11
"C195_12","C195","P05543","SERPINA7","SERPINA7",4.2918,"CM",12
"CV1_13","CV1","P05543","SERPINA7","SERPINA7",4.58265,"CM",13
"C237_14","C237","P05543","SERPINA7","SERPINA7",3.97717,"CM",14
"CV2_15","CV2","P05543","SERPINA7","SERPINA7",4.14925,"CM",15
"C189_16","C189","P05543","SERPINA7","SERPINA7",5.05006,"CM",16
"CV42_17","CV42","P05543","SERPINA7","SERPINA7",5.30343,"CM",17
"CV79_18","CV79","P05543","SERPINA7","SERPINA7",4.4536,"CM",18
"CV3_19","CV3","P05543","SERPINA7","SERPINA7",4.26171,"CM",19
"CV36_20","CV36","P05543","SERPINA7","SERPINA7",5.19755,"CM",20
"CV55_21","CV55","P05543","SERPINA7","SERPINA7",4.77937,"CM",21
"C246_22","C246","P05543","SERPINA7","SERPINA7",4.15121,"CM",22
"CV30_23","CV30","P05543","SERPINA7","SERPINA7",4.41813,"CM",23
"CV19_24","CV19","P05543","SERPINA7","SERPINA7",4.10537,"CM",24
"CV13_25","CV13","P05543","SERPINA7","SERPINA7",5.06936,"CM",25
"C137_26","C137","P05543","SERPINA7","SERPINA7",5.18382,"CM",26
"CV47_27","CV47","P05543","SERPINA7","SERPINA7",4.6122,"CM",27
"CV29_28","CV29","P05543","SERPINA7","SERPINA7",4.46778,"CM",28
"CV14_29","CV14","P05543","SERPINA7","SERPINA7",3.44273,"CM",29
"CV56_30","CV56","P05543","SERPINA7","SERPINA7",4.84623,"CM",30
"CV82_31","CV82","P05543","SERPINA7","SERPINA7",5.42696,"CM",31
"CV23_32","CV23","P05543","SERPINA7","SERPINA7",5.08013,"CM",32
"CV37_33","CV37","P05543","SERPINA7","SERPINA7",5.3176,"CM",33
"CV34_34","CV34","P05543","SERPINA7","SERPINA7",5.22148,"CM",34
"CV58_35","CV58","P05543","SERPINA7","SERPINA7",5.19536,"CM",35
"CV22_36","CV22","P05543","SERPINA7","SERPINA7",5.30671,"CM",36
"CV65_37","CV65","P05543","SERPINA7","SERPINA7",4.67551,"CM",37
"CV79_38","CV79","P05543","SERPINA7","SERPINA7",4.12773,"CM",38
"CV1_39","CV1","P05543","SERPINA7","SERPINA7",4.6438,"CM",39
"CV51_40","CV51","P05543","SERPINA7","SERPINA7",4.74907,"CM",40
"CV42_41","CV42","P05543","SERPINA7","SERPINA7",5.14289,"CM",41
"CV19_42","CV19","P05543","SERPINA7","SERPINA7",4.73882,"CM",42
"CV70_43","CV70","P05543","SERPINA7","SERPINA7",5.13452,"CM",43
"C78_44","C78","P05543","SERPINA7","SERPINA7",4.79642,"CM",44
"CV10_45","CV10","P05543","SERPINA7","SERPINA7",4.21621,"CM",45
"CV8_46","CV8","P05543","SERPINA7","SERPINA7",3.45754,"CM",46
"CV60_47","CV60","P05543","SERPINA7","SERPINA7",4.82186,"CM",47
"CV35_48","CV35","P05543","SERPINA7","SERPINA7",5.16446,"CM",48
"CV48_49","CV48","P05543","SERPINA7","SERPINA7",4.79465,"CM",49
"CV76_50","CV76","P05543","SERPINA7","SERPINA7",4.64119,"CM",50
"CV12_51","CV12","P05543","SERPINA7","SERPINA7",4.85856,"CM",51
"C58_52","C58","P05543","SERPINA7","SERPINA7",5.20165,"CM",52
"CV53_53","CV53","P05543","SERPINA7","SERPINA7",5.32726,"CM",53
"CV50_54","CV50","P05543","SERPINA7","SERPINA7",5.4476,"CM",54
"CV32_56","CV32","P05543","SERPINA7","SERPINA7",4.37766,"CM",56
"C197_57","C197","P05543","SERPINA7","SERPINA7",4.48734,"CM",57
"CV18_58","CV18","P05543","SERPINA7","SERPINA7",4.90117,"CM",58
"CV29_59","CV29","P05543","SERPINA7","SERPINA7",4.84614,"CM",59
"CV34_60","CV34","P05543","SERPINA7","SERPINA7",5.13126,"CM",60
"CV41_61","CV41","P05543","SERPINA7","SERPINA7",4.16886,"CM",61
"CV9_62","CV9","P05543","SERPINA7","SERPINA7",4.90206,"CM",62
"CV74_63","CV74","P05543","SERPINA7","SERPINA7",4.53311,"CM",63
"CV16_64","CV16","P05543","SERPINA7","SERPINA7",4.36521,"CM",64
"CV21_1","CV21","P17936","IGFBP3","IGFBP3",2.93839,"CM",1
"C161_2","C161","P17936","IGFBP3","IGFBP3",5.09488,"CM",2
"C173_3","C173","P17936","IGFBP3","IGFBP3",3.78181,"CM",3
"CV11_4","CV11","P17936","IGFBP3","IGFBP3",2.97361,"CM",4
"CV59_5","CV59","P17936","IGFBP3","IGFBP3",2.92974,"CM",5
"C193_6","C193","P17936","IGFBP3","IGFBP3",4.13948,"CM",6
"C33_7","C33","P17936","IGFBP3","IGFBP3",3.43927,"CM",7
"CV39_8","CV39","P17936","IGFBP3","IGFBP3",4.00479,"CM",8
"CV6_9","CV6","P17936","IGFBP3","IGFBP3",4.55919,"CM",9
"CV38_10","CV38","P17936","IGFBP3","IGFBP3",4.26691,"CM",10
"CV4_11","CV4","P17936","IGFBP3","IGFBP3",3.8372,"CM",11
"C195_12","C195","P17936","IGFBP3","IGFBP3",3.49057,"CM",12
"CV1_13","CV1","P17936","IGFBP3","IGFBP3",2.8842,"CM",13
"C237_14","C237","P17936","IGFBP3","IGFBP3",3.0335,"CM",14
"CV2_15","CV2","P17936","IGFBP3","IGFBP3",3.09383,"CM",15
"C189_16","C189","P17936","IGFBP3","IGFBP3",4.50654,"CM",16
"CV42_17","CV42","P17936","IGFBP3","IGFBP3",5.21454,"CM",17
"CV79_18","CV79","P17936","IGFBP3","IGFBP3",4.11719,"CM",18
"CV3_19","CV3","P17936","IGFBP3","IGFBP3",4.06124,"CM",19
"CV36_20","CV36","P17936","IGFBP3","IGFBP3",4.21989,"CM",20
"CV55_21","CV55","P17936","IGFBP3","IGFBP3",4.35278,"CM",21
"C246_22","C246","P17936","IGFBP3","IGFBP3",4.08062,"CM",22
"CV30_23","CV30","P17936","IGFBP3","IGFBP3",4.04671,"CM",23
"CV19_24","CV19","P17936","IGFBP3","IGFBP3",4.63721,"CM",24
"CV13_25","CV13","P17936","IGFBP3","IGFBP3",4.6822,"CM",25
"C137_26","C137","P17936","IGFBP3","IGFBP3",4.69612,"CM",26
"CV47_27","CV47","P17936","IGFBP3","IGFBP3",3.73194,"CM",27
"CV29_28","CV29","P17936","IGFBP3","IGFBP3",4.19445,"CM",28
"CV14_29","CV14","P17936","IGFBP3","IGFBP3",3.27468,"CM",29
"CV56_30","CV56","P17936","IGFBP3","IGFBP3",3.11814,"CM",30
"CV82_31","CV82","P17936","IGFBP3","IGFBP3",5.36637,"CM",31
"CV23_32","CV23","P17936","IGFBP3","IGFBP3",4.44756,"CM",32
"CV37_33","CV37","P17936","IGFBP3","IGFBP3",4.49561,"CM",33
"CV34_34","CV34","P17936","IGFBP3","IGFBP3",4.0494,"CM",34
"CV58_35","CV58","P17936","IGFBP3","IGFBP3",4.93845,"CM",35
"CV22_36","CV22","P17936","IGFBP3","IGFBP3",4.32532,"CM",36
"CV65_37","CV65","P17936","IGFBP3","IGFBP3",4.25014,"CM",37
"CV79_38","CV79","P17936","IGFBP3","IGFBP3",3.62072,"CM",38
"CV1_39","CV1","P17936","IGFBP3","IGFBP3",2.09004,"CM",39
"CV51_40","CV51","P17936","IGFBP3","IGFBP3",3.52977,"CM",40
"CV42_41","CV42","P17936","IGFBP3","IGFBP3",5.22794,"CM",41
"CV19_42","CV19","P17936","IGFBP3","IGFBP3",5.12903,"CM",42
"CV70_43","CV70","P17936","IGFBP3","IGFBP3",3.93317,"CM",43
"C78_44","C78","P17936","IGFBP3","IGFBP3",3.29238,"CM",44
"CV10_45","CV10","P17936","IGFBP3","IGFBP3",3.56169,"CM",45
"CV8_46","CV8","P17936","IGFBP3","IGFBP3",2.43887,"CM",46
"CV60_47","CV60","P17936","IGFBP3","IGFBP3",3.82375,"CM",47
"CV35_48","CV35","P17936","IGFBP3","IGFBP3",4.08445,"CM",48
"CV48_49","CV48","P17936","IGFBP3","IGFBP3",3.53027,"CM",49
"CV76_50","CV76","P17936","IGFBP3","IGFBP3",4.19259,"CM",50
"CV12_51","CV12","P17936","IGFBP3","IGFBP3",4.30879,"CM",51
"C58_52","C58","P17936","IGFBP3","IGFBP3",4.49737,"CM",52
"CV53_53","CV53","P17936","IGFBP3","IGFBP3",3.99156,"CM",53
"CV50_54","CV50","P17936","IGFBP3","IGFBP3",3.88238,"CM",54
"CV32_56","CV32","P17936","IGFBP3","IGFBP3",3.55257,"CM",56
"C197_57","C197","P17936","IGFBP3","IGFBP3",4.99646,"CM",57
"CV18_58","CV18","P17936","IGFBP3","IGFBP3",3.57357,"CM",58
"CV29_59","CV29","P17936","IGFBP3","IGFBP3",5.17696,"CM",59
"CV34_60","CV34","P17936","IGFBP3","IGFBP3",3.99499,"CM",60
"CV41_61","CV41","P17936","IGFBP3","IGFBP3",4.36789,"CM",61
"CV9_62","CV9","P17936","IGFBP3","IGFBP3",3.63158,"CM",62
"CV74_63","CV74","P17936","IGFBP3","IGFBP3",3.20996,"CM",63
"CV16_64","CV16","P17936","IGFBP3","IGFBP3",3.14451,"CM",64
"CV21_1","CV21","P20023","CR2","CR2",6.22545,"CM",1
"C161_2","C161","P20023","CR2","CR2",6.07494,"CM",2
"C173_3","C173","P20023","CR2","CR2",7.68574,"CM",3
"CV11_4","CV11","P20023","CR2","CR2",5.96983,"CM",4
"CV59_5","CV59","P20023","CR2","CR2",6.08675,"CM",5
"C193_6","C193","P20023","CR2","CR2",6.48006,"CM",6
"C33_7","C33","P20023","CR2","CR2",5.10216,"CM",7
"CV39_8","CV39","P20023","CR2","CR2",5.76056,"CM",8
"CV6_9","CV6","P20023","CR2","CR2",7.169,"CM",9
"CV38_10","CV38","P20023","CR2","CR2",6.27075,"CM",10
"CV4_11","CV4","P20023","CR2","CR2",4.95655,"CM",11
"C195_12","C195","P20023","CR2","CR2",5.6902,"CM",12
"CV1_13","CV1","P20023","CR2","CR2",5.62585,"CM",13
"C237_14","C237","P20023","CR2","CR2",6.51687,"CM",14
"CV2_15","CV2","P20023","CR2","CR2",4.08818,"CM",15
"C189_16","C189","P20023","CR2","CR2",7.60108,"CM",16
"CV42_17","CV42","P20023","CR2","CR2",5.88839,"CM",17
"CV79_18","CV79","P20023","CR2","CR2",5.25968,"CM",18
"CV3_19","CV3","P20023","CR2","CR2",5.92176,"CM",19
"CV36_20","CV36","P20023","CR2","CR2",7.32059,"CM",20
"CV55_21","CV55","P20023","CR2","CR2",6.86095,"CM",21
"C246_22","C246","P20023","CR2","CR2",6.52158,"CM",22
"CV30_23","CV30","P20023","CR2","CR2",6.58309,"CM",23
"CV19_24","CV19","P20023","CR2","CR2",5.07105,"CM",24
"CV13_25","CV13","P20023","CR2","CR2",6.68617,"CM",25
"C137_26","C137","P20023","CR2","CR2",6.78881,"CM",26
"CV47_27","CV47","P20023","CR2","CR2",5.88847,"CM",27
"CV29_28","CV29","P20023","CR2","CR2",5.2636,"CM",28
"CV14_29","CV14","P20023","CR2","CR2",5.5311,"CM",29
"CV56_30","CV56","P20023","CR2","CR2",8.55049,"CM",30
"CV82_31","CV82","P20023","CR2","CR2",6.03168,"CM",31
"CV23_32","CV23","P20023","CR2","CR2",6.2011,"CM",32
"CV37_33","CV37","P20023","CR2","CR2",7.71931,"CM",33
"CV34_34","CV34","P20023","CR2","CR2",5.78306,"CM",34
"CV58_35","CV58","P20023","CR2","CR2",5.96339,"CM",35
"CV22_36","CV22","P20023","CR2","CR2",5.63006,"CM",36
"CV65_37","CV65","P20023","CR2","CR2",7.12937,"CM",37
"CV79_38","CV79","P20023","CR2","CR2",4.95245,"CM",38
"CV1_39","CV1","P20023","CR2","CR2",5.30597,"CM",39
"CV51_40","CV51","P20023","CR2","CR2",6.69601,"CM",40
"CV42_41","CV42","P20023","CR2","CR2",5.47113,"CM",41
"CV19_42","CV19","P20023","CR2","CR2",5.78693,"CM",42
"CV70_43","CV70","P20023","CR2","CR2",5.95194,"CM",43
"C78_44","C78","P20023","CR2","CR2",5.61567,"CM",44
"CV10_45","CV10","P20023","CR2","CR2",6.81442,"CM",45
"CV8_46","CV8","P20023","CR2","CR2",5.95408,"CM",46
"CV60_47","CV60","P20023","CR2","CR2",5.64496,"CM",47
"CV35_48","CV35","P20023","CR2","CR2",4.56791,"CM",48
"CV48_49","CV48","P20023","CR2","CR2",6.32745,"CM",49
"CV76_50","CV76","P20023","CR2","CR2",6.57976,"CM",50
"CV12_51","CV12","P20023","CR2","CR2",6.39708,"CM",51
"C58_52","C58","P20023","CR2","CR2",6.40156,"CM",52
"CV53_53","CV53","P20023","CR2","CR2",6.17507,"CM",53
"CV50_54","CV50","P20023","CR2","CR2",5.14828,"CM",54
"CV32_56","CV32","P20023","CR2","CR2",3.47183,"CM",56
"C197_57","C197","P20023","CR2","CR2",7.21862,"CM",57
"CV18_58","CV18","P20023","CR2","CR2",6.42218,"CM",58
"CV29_59","CV29","P20023","CR2","CR2",5.6005,"CM",59
"CV34_60","CV34","P20023","CR2","CR2",5.55664,"CM",60
"CV41_61","CV41","P20023","CR2","CR2",6.22087,"CM",61
"CV9_62","CV9","P20023","CR2","CR2",5.92702,"CM",62
"CV74_63","CV74","P20023","CR2","CR2",5.32569,"CM",63
"CV16_64","CV16","P20023","CR2","CR2",5.60035,"CM",64
"CV21_1","CV21","P05154","SERPINA5","SERPINA5",7.13013,"CM",1
"C161_2","C161","P05154","SERPINA5","SERPINA5",8.18871,"CM",2
"C173_3","C173","P05154","SERPINA5","SERPINA5",8.37639,"CM",3
"CV11_4","CV11","P05154","SERPINA5","SERPINA5",6.4164,"CM",4
"CV59_5","CV59","P05154","SERPINA5","SERPINA5",5.55105,"CM",5
"C193_6","C193","P05154","SERPINA5","SERPINA5",7.77571,"CM",6
"C33_7","C33","P05154","SERPINA5","SERPINA5",7.85182,"CM",7
"CV39_8","CV39","P05154","SERPINA5","SERPINA5",5.51478,"CM",8
"CV6_9","CV6","P05154","SERPINA5","SERPINA5",7.72834,"CM",9
"CV38_10","CV38","P05154","SERPINA5","SERPINA5",7.32499,"CM",10
"CV4_11","CV4","P05154","SERPINA5","SERPINA5",6.874,"CM",11
"C195_12","C195","P05154","SERPINA5","SERPINA5",7.90683,"CM",12
"CV1_13","CV1","P05154","SERPINA5","SERPINA5",5.84452,"CM",13
"C237_14","C237","P05154","SERPINA5","SERPINA5",7.55854,"CM",14
"CV2_15","CV2","P05154","SERPINA5","SERPINA5",6.32283,"CM",15
"C189_16","C189","P05154","SERPINA5","SERPINA5",7.87624,"CM",16
"CV42_17","CV42","P05154","SERPINA5","SERPINA5",6.93528,"CM",17
"CV79_18","CV79","P05154","SERPINA5","SERPINA5",7.09292,"CM",18
"CV3_19","CV3","P05154","SERPINA5","SERPINA5",7.18987,"CM",19
"CV36_20","CV36","P05154","SERPINA5","SERPINA5",7.89232,"CM",20
"CV55_21","CV55","P05154","SERPINA5","SERPINA5",7.30485,"CM",21
"C246_22","C246","P05154","SERPINA5","SERPINA5",8.00352,"CM",22
"CV30_23","CV30","P05154","SERPINA5","SERPINA5",6.96973,"CM",23
"CV19_24","CV19","P05154","SERPINA5","SERPINA5",6.59368,"CM",24
"CV13_25","CV13","P05154","SERPINA5","SERPINA5",7.23858,"CM",25
"C137_26","C137","P05154","SERPINA5","SERPINA5",8.43879,"CM",26
"CV47_27","CV47","P05154","SERPINA5","SERPINA5",6.56319,"CM",27
"CV29_28","CV29","P05154","SERPINA5","SERPINA5",7.36965,"CM",28
"CV14_29","CV14","P05154","SERPINA5","SERPINA5",4.60139,"CM",29
"CV56_30","CV56","P05154","SERPINA5","SERPINA5",7.82191,"CM",30
"CV82_31","CV82","P05154","SERPINA5","SERPINA5",7.73905,"CM",31
"CV23_32","CV23","P05154","SERPINA5","SERPINA5",7.95319,"CM",32
"CV37_33","CV37","P05154","SERPINA5","SERPINA5",7.99229,"CM",33
"CV34_34","CV34","P05154","SERPINA5","SERPINA5",7.57429,"CM",34
"CV58_35","CV58","P05154","SERPINA5","SERPINA5",8.90526,"CM",35
"CV22_36","CV22","P05154","SERPINA5","SERPINA5",5.78129,"CM",36
"CV65_37","CV65","P05154","SERPINA5","SERPINA5",6.39819,"CM",37
"CV79_38","CV79","P05154","SERPINA5","SERPINA5",6.5817,"CM",38
"CV1_39","CV1","P05154","SERPINA5","SERPINA5",7.11502,"CM",39
"CV51_40","CV51","P05154","SERPINA5","SERPINA5",4.87471,"CM",40
"CV42_41","CV42","P05154","SERPINA5","SERPINA5",5.78078,"CM",41
"CV19_42","CV19","P05154","SERPINA5","SERPINA5",6.877,"CM",42
"CV70_43","CV70","P05154","SERPINA5","SERPINA5",5.9397,"CM",43
"C78_44","C78","P05154","SERPINA5","SERPINA5",5.62369,"CM",44
"CV10_45","CV10","P05154","SERPINA5","SERPINA5",6.78432,"CM",45
"CV8_46","CV8","P05154","SERPINA5","SERPINA5",5.39127,"CM",46
"CV60_47","CV60","P05154","SERPINA5","SERPINA5",6.22762,"CM",47
"CV35_48","CV35","P05154","SERPINA5","SERPINA5",7.29491,"CM",48
"CV48_49","CV48","P05154","SERPINA5","SERPINA5",5.61997,"CM",49
"CV76_50","CV76","P05154","SERPINA5","SERPINA5",6.81203,"CM",50
"CV12_51","CV12","P05154","SERPINA5","SERPINA5",5.65843,"CM",51
"C58_52","C58","P05154","SERPINA5","SERPINA5",7.88299,"CM",52
"CV53_53","CV53","P05154","SERPINA5","SERPINA5",5.92993,"CM",53
"CV50_54","CV50","P05154","SERPINA5","SERPINA5",6.20965,"CM",54
"CV32_56","CV32","P05154","SERPINA5","SERPINA5",6.11242,"CM",56
"C197_57","C197","P05154","SERPINA5","SERPINA5",7.74126,"CM",57
"CV18_58","CV18","P05154","SERPINA5","SERPINA5",7.53623,"CM",58
"CV29_59","CV29","P05154","SERPINA5","SERPINA5",7.22346,"CM",59
"CV34_60","CV34","P05154","SERPINA5","SERPINA5",7.66792,"CM",60
"CV41_61","CV41","P05154","SERPINA5","SERPINA5",6.13727,"CM",61
"CV9_62","CV9","P05154","SERPINA5","SERPINA5",7.67688,"CM",62
"CV74_63","CV74","P05154","SERPINA5","SERPINA5",6.79427,"CM",63
"CV16_64","CV16","P05154","SERPINA5","SERPINA5",5.9768,"CM",64
"CV21_1","CV21","O75015","FCGR3B","FCGR3B",4.87981,"CM",1
"C161_2","C161","O75015","FCGR3B","FCGR3B",2.25763,"CM",2
"C173_3","C173","O75015","FCGR3B","FCGR3B",4.10194,"CM",3
"CV11_4","CV11","O75015","FCGR3B","FCGR3B",4.11408,"CM",4
"CV59_5","CV59","O75015","FCGR3B","FCGR3B",4.70909,"CM",5
"C193_6","C193","O75015","FCGR3B","FCGR3B",3.03261,"CM",6
"C33_7","C33","O75015","FCGR3B","FCGR3B",3.52594,"CM",7
"CV39_8","CV39","O75015","FCGR3B","FCGR3B",4.17624,"CM",8
"CV6_9","CV6","O75015","FCGR3B","FCGR3B",4.02994,"CM",9
"CV38_10","CV38","O75015","FCGR3B","FCGR3B",4.15047,"CM",10
"CV4_11","CV4","O75015","FCGR3B","FCGR3B",3.87232,"CM",11
"C195_12","C195","O75015","FCGR3B","FCGR3B",3.31128,"CM",12
"CV1_13","CV1","O75015","FCGR3B","FCGR3B",3.21867,"CM",13
"C237_14","C237","O75015","FCGR3B","FCGR3B",3.19878,"CM",14
"CV2_15","CV2","O75015","FCGR3B","FCGR3B",3.0872,"CM",15
"C189_16","C189","O75015","FCGR3B","FCGR3B",4.66138,"CM",16
"CV42_17","CV42","O75015","FCGR3B","FCGR3B",5.16461,"CM",17
"CV79_18","CV79","O75015","FCGR3B","FCGR3B",4.0409,"CM",18
"CV3_19","CV3","O75015","FCGR3B","FCGR3B",4.76143,"CM",19
"CV36_20","CV36","O75015","FCGR3B","FCGR3B",4.50856,"CM",20
"CV55_21","CV55","O75015","FCGR3B","FCGR3B",3.96691,"CM",21
"C246_22","C246","O75015","FCGR3B","FCGR3B",3.45504,"CM",22
"CV30_23","CV30","O75015","FCGR3B","FCGR3B",3.95426,"CM",23
"CV19_24","CV19","O75015","FCGR3B","FCGR3B",3.06419,"CM",24
"CV13_25","CV13","O75015","FCGR3B","FCGR3B",4.00469,"CM",25
"C137_26","C137","O75015","FCGR3B","FCGR3B",3.75593,"CM",26
"CV47_27","CV47","O75015","FCGR3B","FCGR3B",3.91076,"CM",27
"CV29_28","CV29","O75015","FCGR3B","FCGR3B",3.74575,"CM",28
"CV14_29","CV14","O75015","FCGR3B","FCGR3B",3.57156,"CM",29
"CV56_30","CV56","O75015","FCGR3B","FCGR3B",4.27335,"CM",30
"CV82_31","CV82","O75015","FCGR3B","FCGR3B",4.59532,"CM",31
"CV23_32","CV23","O75015","FCGR3B","FCGR3B",4.38267,"CM",32
"CV37_33","CV37","O75015","FCGR3B","FCGR3B",4.83426,"CM",33
"CV34_34","CV34","O75015","FCGR3B","FCGR3B",3.85703,"CM",34
"CV58_35","CV58","O75015","FCGR3B","FCGR3B",4.16425,"CM",35
"CV22_36","CV22","O75015","FCGR3B","FCGR3B",4.57663,"CM",36
"CV65_37","CV65","O75015","FCGR3B","FCGR3B",3.92918,"CM",37
"CV79_38","CV79","O75015","FCGR3B","FCGR3B",3.80409,"CM",38
"CV1_39","CV1","O75015","FCGR3B","FCGR3B",4.03903,"CM",39
"CV51_40","CV51","O75015","FCGR3B","FCGR3B",3.54031,"CM",40
"CV42_41","CV42","O75015","FCGR3B","FCGR3B",4.66067,"CM",41
"CV19_42","CV19","O75015","FCGR3B","FCGR3B",3.67104,"CM",42
"CV70_43","CV70","O75015","FCGR3B","FCGR3B",4.24258,"CM",43
"C78_44","C78","O75015","FCGR3B","FCGR3B",4.32404,"CM",44
"CV10_45","CV10","O75015","FCGR3B","FCGR3B",3.73118,"CM",45
"CV8_46","CV8","O75015","FCGR3B","FCGR3B",3.32223,"CM",46
"CV60_47","CV60","O75015","FCGR3B","FCGR3B",4.22345,"CM",47
"CV35_48","CV35","O75015","FCGR3B","FCGR3B",4.5752,"CM",48
"CV48_49","CV48","O75015","FCGR3B","FCGR3B",4.752,"CM",49
"CV76_50","CV76","O75015","FCGR3B","FCGR3B",4.33473,"CM",50
"CV12_51","CV12","O75015","FCGR3B","FCGR3B",4.34888,"CM",51
"C58_52","C58","O75015","FCGR3B","FCGR3B",4.0849,"CM",52
"CV53_53","CV53","O75015","FCGR3B","FCGR3B",4.50711,"CM",53
"CV50_54","CV50","O75015","FCGR3B","FCGR3B",3.30874,"CM",54
"CV32_56","CV32","O75015","FCGR3B","FCGR3B",3.14361,"CM",56
"C197_57","C197","O75015","FCGR3B","FCGR3B",4.4935,"CM",57
"CV18_58","CV18","O75015","FCGR3B","FCGR3B",5.34371,"CM",58
"CV29_59","CV29","O75015","FCGR3B","FCGR3B",3.61271,"CM",59
"CV34_60","CV34","O75015","FCGR3B","FCGR3B",3.71188,"CM",60
